timestamp,endpoint,latency,error_rate,request_rate,error_category
2026-03-13T23:24:52+00:00,api/normal,0.41,0,1,none
2026-03-13T23:24:53+00:00,api/normal,0.43,0,1,none
2026-03-13T23:24:53+00:00,api/normal,0.43,0,1,none
2026-03-13T23:24:53+00:00,api/normal,0.48,0,1,none
2026-03-13T23:24:53+00:00,api/db,27.34,0,1,none
2026-03-13T23:24:53+00:00,api/normal,0.4,0,1,none
2026-03-13T23:24:53+00:00,api/error,1.07,1,1,SYSTEM_ERROR
2026-03-13T23:24:53+00:00,api/error,1,1,1,SYSTEM_ERROR
2026-03-13T23:24:54+00:00,api/slow,1145.06,0,1,none
2026-03-13T23:24:54+00:00,api/normal,0.53,0,1,none
2026-03-13T23:24:54+00:00,api/normal,0.41,0,1,none
2026-03-13T23:24:54+00:00,api/normal,0.44,0,1,none
2026-03-13T23:24:54+00:00,api/normal,0.42,0,1,none
2026-03-13T23:24:56+00:00,api/slow,1706.52,0,1,none
2026-03-13T23:24:56+00:00,api/normal,0.81,0,1,none
2026-03-13T23:24:56+00:00,api/normal,0.4,0,1,none
2026-03-13T23:24:56+00:00,api/normal,0.47,0,1,none
2026-03-13T23:24:58+00:00,api/slow,1972.18,0,1,none
2026-03-13T23:24:58+00:00,api/normal,0.47,0,1,none
2026-03-13T23:24:59+00:00,api/slow,1410.91,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.72,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.42,0,1,none
2026-03-13T23:24:59+00:00,api/validate,1.37,1,1,UNKNOWN
2026-03-13T23:24:59+00:00,api/normal,0.44,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.43,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.42,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.43,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.43,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.43,0,1,none
2026-03-13T23:24:59+00:00,api/normal,0.42,0,1,none
2026-03-13T23:24:59+00:00,api/error,0.98,1,1,SYSTEM_ERROR
2026-03-13T23:24:59+00:00,api/normal,0.52,0,1,none
2026-03-13T23:25:05+00:00,api/slow,6010.34,0,1,TIMEOUT_ERROR
2026-03-13T23:25:05+00:00,api/normal,0.71,0,1,none
2026-03-13T23:25:07+00:00,api/slow,1479.88,0,1,none
2026-03-13T23:25:07+00:00,api/normal,0.41,0,1,none
2026-03-13T23:25:07+00:00,api/normal,0.52,0,1,none
2026-03-13T23:25:07+00:00,api/normal,0.79,0,1,none
2026-03-13T23:25:08+00:00,api/slow,1082.86,0,1,none
2026-03-13T23:25:08+00:00,api/normal,0.72,0,1,none
2026-03-13T23:25:08+00:00,api/error,1.16,1,1,SYSTEM_ERROR
2026-03-13T23:25:08+00:00,api/normal,0.59,0,1,none
2026-03-13T23:25:10+00:00,api/slow,1914.89,0,1,none
2026-03-13T23:25:11+00:00,api/slow,1358.02,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.73,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.52,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.49,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.47,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.45,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.49,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.45,0,1,none
2026-03-13T23:25:11+00:00,api/normal,0.47,0,1,none
2026-03-13T23:25:13+00:00,api/slow,1603.49,0,1,none
2026-03-13T23:25:13+00:00,api/error,1.19,1,1,SYSTEM_ERROR
2026-03-13T23:25:13+00:00,api/normal,0.52,0,1,none
2026-03-13T23:25:13+00:00,api/normal,0.5,0,1,none
2026-03-13T23:25:13+00:00,api/normal,0.54,0,1,none
2026-03-13T23:25:13+00:00,api/normal,0.47,0,1,none
2026-03-13T23:25:14+00:00,api/slow,1410.87,0,1,none
2026-03-13T23:25:14+00:00,api/error,1.34,1,1,SYSTEM_ERROR
2026-03-13T23:25:14+00:00,api/normal,0.44,0,1,none
2026-03-13T23:25:14+00:00,api/validate,1.11,1,1,UNKNOWN
2026-03-13T23:25:14+00:00,api/normal,0.43,0,1,none
2026-03-13T23:25:14+00:00,api/normal,0.49,0,1,none
2026-03-13T23:25:14+00:00,api/validate,1.03,1,1,UNKNOWN
2026-03-13T23:25:14+00:00,api/normal,0.43,0,1,none
2026-03-13T23:25:14+00:00,api/normal,0.42,0,1,none
2026-03-13T23:25:14+00:00,api/normal,0.46,0,1,none
2026-03-13T23:25:20+00:00,api/slow,6002.6,0,1,TIMEOUT_ERROR
2026-03-13T23:25:26+00:00,api/slow,6010.05,0,1,TIMEOUT_ERROR
2026-03-13T23:25:26+00:00,api/normal,0.78,0,1,none
2026-03-13T23:25:26+00:00,api/normal,0.46,0,1,none
2026-03-13T23:25:26+00:00,api/validate,1.37,1,1,UNKNOWN
2026-03-13T23:25:26+00:00,api/db,1.93,0,1,none
2026-03-13T23:25:26+00:00,api/normal,0.45,0,1,none
2026-03-13T23:25:26+00:00,api/normal,0.42,0,1,none
2026-03-13T23:25:28+00:00,api/slow,1751.97,0,1,none
2026-03-13T23:25:28+00:00,api/normal,0.41,0,1,none
2026-03-13T23:25:28+00:00,api/normal,0.48,0,1,none
2026-03-13T23:25:30+00:00,api/slow,1593.23,0,1,none
2026-03-13T23:25:30+00:00,api/normal,0.75,0,1,none
2026-03-13T23:25:30+00:00,api/normal,0.42,0,1,none
2026-03-13T23:25:31+00:00,api/slow,1007.41,0,1,none
2026-03-13T23:25:31+00:00,api/normal,0.48,0,1,none
2026-03-13T23:25:32+00:00,api/slow,1178.73,0,1,none
2026-03-13T23:25:32+00:00,api/normal,0.41,0,1,none
2026-03-13T23:25:32+00:00,api/normal,0.41,0,1,none
2026-03-13T23:25:32+00:00,api/normal,0.41,0,1,none
2026-03-13T23:25:32+00:00,api/normal,0.45,0,1,none
2026-03-13T23:25:32+00:00,api/normal,0.51,0,1,none
2026-03-13T23:25:32+00:00,api/normal,0.42,0,1,none
2026-03-13T23:25:38+00:00,api/slow,6010.79,0,1,TIMEOUT_ERROR
2026-03-13T23:25:38+00:00,api/normal,0.65,0,1,none
2026-03-13T23:25:38+00:00,api/normal,0.43,0,1,none
2026-03-13T23:25:40+00:00,api/slow,1990.92,0,1,none
2026-03-13T23:25:40+00:00,api/normal,0.49,0,1,none
2026-03-13T23:25:40+00:00,api/db,2.01,0,1,none
2026-03-13T23:25:40+00:00,api/normal,0.54,0,1,none
2026-03-13T23:25:41+00:00,api/slow,1137.85,0,1,none
2026-03-13T23:25:41+00:00,api/normal,0.51,0,1,none
2026-03-13T23:25:41+00:00,api/error,1.22,1,1,SYSTEM_ERROR
2026-03-13T23:25:41+00:00,api/normal,0.44,0,1,none
2026-03-13T23:25:43+00:00,api/slow,1271.54,0,1,none
2026-03-13T23:25:43+00:00,api/normal,0.45,0,1,none
2026-03-13T23:25:44+00:00,api/slow,1260.52,0,1,none
2026-03-13T23:25:44+00:00,api/normal,0.73,0,1,none
2026-03-13T23:25:44+00:00,api/error,1.29,1,1,SYSTEM_ERROR
2026-03-13T23:25:44+00:00,api/normal,0.54,0,1,none
2026-03-13T23:25:44+00:00,api/normal,0.44,0,1,none
2026-03-13T23:25:44+00:00,api/error,1.43,1,1,SYSTEM_ERROR
2026-03-13T23:25:45+00:00,api/slow,1254.99,0,1,none
2026-03-13T23:25:45+00:00,api/normal,0.41,0,1,none
2026-03-13T23:25:46+00:00,api/slow,1086.84,0,1,none
2026-03-13T23:25:46+00:00,api/normal,0.54,0,1,none
2026-03-13T23:25:46+00:00,api/normal,0.68,0,1,none
2026-03-13T23:25:46+00:00,api/normal,1.06,0,1,none
2026-03-13T23:25:46+00:00,api/normal,0.66,0,1,none
2026-03-13T23:25:46+00:00,api/normal,0.45,0,1,none
2026-03-13T23:25:46+00:00,api/normal,0.69,0,1,none
2026-03-13T23:25:46+00:00,api/validate,1.33,1,1,UNKNOWN
2026-03-13T23:25:47+00:00,api/normal,1.17,0,1,none
2026-03-13T23:25:47+00:00,api/normal,0.43,0,1,none
2026-03-13T23:25:47+00:00,api/normal,0.52,0,1,none
2026-03-13T23:25:47+00:00,api/normal,0.57,0,1,none
2026-03-13T23:25:47+00:00,api/normal,0.44,0,1,none
2026-03-13T23:25:48+00:00,api/slow,1318,0,1,none
2026-03-13T23:25:54+00:00,api/slow,6002.75,0,1,TIMEOUT_ERROR
2026-03-13T23:25:54+00:00,api/normal,1.16,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.66,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.65,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.66,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.65,0,1,none
2026-03-13T23:25:54+00:00,api/db,3.11,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.81,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.65,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.73,0,1,none
2026-03-13T23:25:54+00:00,api/normal,0.77,0,1,none
2026-03-13T23:26:00+00:00,api/slow,6006.31,0,1,TIMEOUT_ERROR
2026-03-13T23:26:00+00:00,api/normal,1.46,0,1,none
2026-03-13T23:26:00+00:00,api/error,2.04,1,1,SYSTEM_ERROR
2026-03-13T23:26:00+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:02+00:00,api/slow,1885.6,0,1,none
2026-03-13T23:26:02+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:02+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:04+00:00,api/slow,1888.89,0,1,none
2026-03-13T23:26:04+00:00,api/normal,1.13,0,1,none
2026-03-13T23:26:04+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:04+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:04+00:00,api/validate,3.51,1,1,UNKNOWN
2026-03-13T23:26:04+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:04+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:04+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:04+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:04+00:00,api/error,0.95,1,1,SYSTEM_ERROR
2026-03-13T23:26:04+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:05+00:00,api/slow,1018.08,0,1,none
2026-03-13T23:26:05+00:00,api/normal,0.76,0,1,none
2026-03-13T23:26:05+00:00,api/normal,0.76,0,1,none
2026-03-13T23:26:05+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:07+00:00,api/slow,1569.85,0,1,none
2026-03-13T23:26:08+00:00,api/slow,1036.18,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.74,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.64,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:08+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:08+00:00,api/error,1.95,1,1,SYSTEM_ERROR
2026-03-13T23:26:08+00:00,api/normal,0.87,0,1,none
2026-03-13T23:26:08+00:00,api/normal,5.4,0,1,none
2026-03-13T23:26:10+00:00,api/slow,1341.23,0,1,none
2026-03-13T23:26:10+00:00,api/normal,1.15,0,1,none
2026-03-13T23:26:10+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:10+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:10+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:10+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:12+00:00,api/slow,1889.77,0,1,none
2026-03-13T23:26:12+00:00,api/db,3.28,0,1,none
2026-03-13T23:26:12+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:12+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:13+00:00,api/slow,1416.68,0,1,none
2026-03-13T23:26:13+00:00,api/normal,1.3,0,1,none
2026-03-13T23:26:15+00:00,api/slow,2006.15,0,1,none
2026-03-13T23:26:15+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:15+00:00,api/normal,0.79,0,1,none
2026-03-13T23:26:15+00:00,api/normal,0.73,0,1,none
2026-03-13T23:26:15+00:00,api/normal,0.74,0,1,none
2026-03-13T23:26:15+00:00,api/normal,0.81,0,1,none
2026-03-13T23:26:15+00:00,api/error,2.07,1,1,SYSTEM_ERROR
2026-03-13T23:26:15+00:00,api/normal,0.71,0,1,none
2026-03-13T23:26:15+00:00,api/normal,1.74,0,1,none
2026-03-13T23:26:15+00:00,api/normal,0.79,0,1,none
2026-03-13T23:26:20+00:00,api/slow,5006.61,0,1,TIMEOUT_ERROR
2026-03-13T23:26:26+00:00,api/slow,5012.75,0,1,TIMEOUT_ERROR
2026-03-13T23:26:26+00:00,api/error,2.53,1,1,SYSTEM_ERROR
2026-03-13T23:26:26+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:26+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:26+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:26+00:00,api/normal,0.73,0,1,none
2026-03-13T23:26:26+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:27+00:00,api/slow,1357.97,0,1,none
2026-03-13T23:26:27+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:27+00:00,api/normal,0.7,0,1,none
2026-03-13T23:26:27+00:00,api/normal,0.8,0,1,none
2026-03-13T23:26:27+00:00,api/validate,1.54,1,1,UNKNOWN
2026-03-13T23:26:29+00:00,api/slow,1541.03,0,1,none
2026-03-13T23:26:29+00:00,api/normal,1.3,0,1,none
2026-03-13T23:26:29+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:29+00:00,api/normal,0.8,0,1,none
2026-03-13T23:26:29+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:30+00:00,api/slow,1537.26,0,1,none
2026-03-13T23:26:30+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:30+00:00,api/normal,0.64,0,1,none
2026-03-13T23:26:30+00:00,api/normal,0.78,0,1,none
2026-03-13T23:26:30+00:00,api/normal,0.64,0,1,none
2026-03-13T23:26:32+00:00,api/slow,1842.86,0,1,none
2026-03-13T23:26:32+00:00,api/error,2.66,1,1,SYSTEM_ERROR
2026-03-13T23:26:34+00:00,api/slow,1405.49,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:34+00:00,api/db,2.88,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.75,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.64,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:34+00:00,api/normal,0.7,0,1,none
2026-03-13T23:26:36+00:00,api/slow,1602.16,0,1,none
2026-03-13T23:26:36+00:00,api/normal,1.16,0,1,none
2026-03-13T23:26:36+00:00,api/error,1.86,1,1,SYSTEM_ERROR
2026-03-13T23:26:36+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:36+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:36+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:36+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:36+00:00,api/validate,1.75,1,1,UNKNOWN
2026-03-13T23:26:38+00:00,api/slow,1887.75,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.64,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:38+00:00,api/error,1.54,1,1,SYSTEM_ERROR
2026-03-13T23:26:38+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.71,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:38+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:39+00:00,api/slow,1704.71,0,1,none
2026-03-13T23:26:41+00:00,api/slow,1730.05,0,1,none
2026-03-13T23:26:43+00:00,api/slow,1326.08,0,1,none
2026-03-13T23:26:44+00:00,api/slow,1100.82,0,1,none
2026-03-13T23:26:44+00:00,api/normal,0.81,0,1,none
2026-03-13T23:26:49+00:00,api/slow,5001.82,0,1,TIMEOUT_ERROR
2026-03-13T23:26:49+00:00,api/normal,1.19,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.75,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.73,0,1,none
2026-03-13T23:26:49+00:00,api/error,2.05,1,1,SYSTEM_ERROR
2026-03-13T23:26:49+00:00,api/normal,0.71,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.87,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.7,0,1,none
2026-03-13T23:26:49+00:00,api/error,1.56,1,1,SYSTEM_ERROR
2026-03-13T23:26:49+00:00,api/normal,0.65,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.81,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:49+00:00,api/db,3.14,0,1,none
2026-03-13T23:26:49+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:51+00:00,api/slow,1739.75,0,1,none
2026-03-13T23:26:51+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:51+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:51+00:00,api/normal,0.69,0,1,none
2026-03-13T23:26:51+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:51+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:52+00:00,api/slow,1510.75,0,1,none
2026-03-13T23:26:52+00:00,api/normal,1.24,0,1,none
2026-03-13T23:26:54+00:00,api/slow,1259.88,0,1,none
2026-03-13T23:26:54+00:00,api/normal,0.71,0,1,none
2026-03-13T23:26:54+00:00,api/normal,0.76,0,1,none
2026-03-13T23:26:54+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:59+00:00,api/slow,5005.69,0,1,TIMEOUT_ERROR
2026-03-13T23:26:59+00:00,api/error,2.82,1,1,SYSTEM_ERROR
2026-03-13T23:26:59+00:00,api/error,2,1,1,SYSTEM_ERROR
2026-03-13T23:26:59+00:00,api/normal,0.68,0,1,none
2026-03-13T23:26:59+00:00,api/normal,1.08,0,1,none
2026-03-13T23:26:59+00:00,api/normal,0.75,0,1,none
2026-03-13T23:26:59+00:00,api/normal,0.81,0,1,none
2026-03-13T23:26:59+00:00,api/normal,0.79,0,1,none
2026-03-13T23:26:59+00:00,api/db,2.32,0,1,none
2026-03-13T23:26:59+00:00,api/normal,0.66,0,1,none
2026-03-13T23:26:59+00:00,api/normal,0.67,0,1,none
2026-03-13T23:26:59+00:00,api/error,1.55,1,1,SYSTEM_ERROR
2026-03-13T23:26:59+00:00,api/normal,0.67,0,1,none
2026-03-13T23:27:01+00:00,api/slow,1901.74,0,1,none
2026-03-13T23:27:01+00:00,api/normal,0.69,0,1,none
2026-03-13T23:27:03+00:00,api/slow,1755.84,0,1,none
2026-03-13T23:27:03+00:00,api/normal,1.29,0,1,none
2026-03-13T23:27:03+00:00,api/normal,0.98,0,1,none
2026-03-13T23:27:03+00:00,api/normal,0.8,0,1,none
2026-03-13T23:27:03+00:00,api/normal,0.95,0,1,none
2026-03-13T23:27:04+00:00,api/slow,1035.73,0,1,none
2026-03-13T23:27:04+00:00,api/normal,0.67,0,1,none
2026-03-13T23:27:04+00:00,api/normal,0.67,0,1,none
2026-03-13T23:27:06+00:00,api/slow,1988.26,0,1,none
2026-03-13T23:27:06+00:00,api/normal,1.16,0,1,none
2026-03-13T23:27:06+00:00,api/normal,0.64,0,1,none
2026-03-13T23:27:06+00:00,api/normal,0.69,0,1,none
2026-03-13T23:27:06+00:00,api/normal,0.85,0,1,none
2026-03-13T23:27:07+00:00,api/slow,1367.92,0,1,none
2026-03-13T23:27:08+00:00,api/slow,1077.57,0,1,none
2026-03-13T23:27:08+00:00,api/normal,0.76,0,1,none
