timestamp,avg_latency,max_latency,request_rate,error_rate,latency_std,errors_per_window,endpoint_frequency
"2026-03-14 00:31:00",459.72584615385,7003.97,1,0.046153846153846,1241.0881406527,6,5
"2026-03-14 00:32:00",398.91057142857,7011.95,1,0.035714285714286,1088.4823333226,5,5
"2026-03-14 00:33:00",448.1953968254,7013.25,1,0.1031746031746,1028.0640294097,13,5
"2026-03-14 00:34:00",736.36049382716,7010.79,1,0.12345679012346,1741.8067732956,10,5
"2026-03-14 00:35:00",644.37902173913,6018.9,1,0.065217391304348,1516.7590528048,6,5
"2026-03-14 00:36:00",490.77974358974,7013.59,1,0.076923076923077,1394.4019267812,9,5
"2026-03-14 00:37:00",494.60303571429,7016.28,1,0.0625,1375.1726664125,7,5
"2026-03-14 00:38:00",564.09519607843,7007.22,1,0.068627450980392,1468.1621085032,7,5
"2026-03-14 00:39:00",510.23895652174,7010.56,1,0.08695652173913,1422.760293898,10,5
"2026-03-14 00:40:00",753.18085714286,7016.52,1,0.071428571428571,1640.4805785525,5,4
"2026-03-14 00:41:00",762.35892857143,7010.58,1,0.05952380952381,1857.3745823839,5,5
"2026-03-14 00:42:00",667.87829268293,7014.37,1,0.073170731707317,1573.6956538072,6,5
"2026-03-14 00:43:00",503.3925210084,7002.41,1,0.07563025210084,1389.9833112723,9,5
"2026-03-14 00:44:00",616.60933333333,7008.68,1,0.033333333333333,1521.8358322374,3,5
"2026-03-14 00:45:00",775.25479452055,7016.81,1,0.041095890410959,1774.7182605004,3,4
"2026-03-14 00:46:00",806.45943661972,7005.35,1,0.042253521126761,1640.5440072585,3,5
"2026-03-14 00:47:00",394.03028776978,6011.7,1,0.071942446043165,1071.2761954407,10,5
"2026-03-14 00:48:00",659.69105882353,7011.61,1,0.047058823529412,1622.3498428928,4,5
"2026-03-14 00:49:00",1097.1011320755,7014.46,1,0.056603773584906,2035.1905833937,3,4
"2026-03-14 00:50:00",827.1652173913,7017.31,1,0.10144927536232,1932.0245894042,7,5
"2026-03-14 00:51:00",580.40177083333,7016.29,1,0.09375,1336.4893475874,9,5
"2026-03-14 00:52:00",564.07326315789,7015.74,1,0.021052631578947,1451.8931376078,2,5
"2026-03-14 00:53:00",582.28875,7007.43,1,0.057692307692308,1406.2270961517,6,5
"2026-03-14 00:54:00",577.59309278351,7010.61,1,0.051546391752577,1504.9055256592,5,4
"2026-03-14 00:55:00",466.20974137931,7015.28,1,0.077586206896552,1265.9235295274,9,4
"2026-03-14 00:56:00",494.57114754098,7014.65,1,0.10655737704918,1330.2213072275,13,5
"2026-03-14 00:57:00",597.37112359551,7013.33,1,0.078651685393258,1514.3039243175,7,5
"2026-03-14 00:58:00",902.44776119403,7014.34,1,0.044776119402985,1832.0495797842,3,4
"2026-03-14 00:59:00",502.28961165049,7012.43,1,0.087378640776699,1486.6398336353,9,5
"2026-03-14 01:00:00",555.3890990991,7012.94,1,0.09009009009009,1446.4225008562,10,5
"2026-03-14 01:01:00",563.87349514563,7015.29,1,0.067961165048544,1381.3288449253,7,5
"2026-03-14 01:02:00",607.83073684211,7003.58,1,0.084210526315789,1458.1924140324,8,5
"2026-03-14 01:03:00",409.79561538462,6017.34,1,0.069230769230769,1030.6911216125,9,5
"2026-03-14 01:04:00",517.98657894737,7008.95,1,0.070175438596491,1520.2376224198,8,5
"2026-03-14 01:05:00",495.55290598291,7002,1,0.042735042735043,1299.7768187398,5,5
"2026-03-14 01:06:00",581.12083333333,7002.55,1,0.072916666666667,1273.1478563925,7,5
"2026-03-14 01:07:00",665.32659090909,7017.02,1,0.056818181818182,1469.3183114589,5,5
"2026-03-14 01:08:00",445.2914159292,7009.62,1,0.061946902654867,1303.161851589,7,5
"2026-03-14 01:09:00",499.10420634921,7011.29,1,0.055555555555556,1346.5770397917,7,5
"2026-03-14 01:10:00",699.52678571429,7010.2,1,0.035714285714286,1694.3712048133,3,4
"2026-03-14 01:11:00",400.94845588235,6015.89,1,0.26470588235294,1027.6056527776,36,4
"2026-03-14 01:12:00",303.32318435754,7016.02,1,0.35195530726257,1071.5286824256,63,5
"2026-03-14 01:13:00",537.74110091743,7002.74,1,0.37614678899083,1392.1861430919,41,5
"2026-03-14 01:14:00",597.45648351648,7012.43,1,0.30769230769231,1708.1497476673,28,4
"2026-03-14 01:15:00",461.5009375,7016.81,1,0.3515625,1271.5458326503,45,4
"2026-03-14 01:16:00",508.37936363636,7004.84,1,0.36363636363636,1441.9164153567,40,5
"2026-03-14 01:17:00",588.41465346535,7008.73,1,0.41584158415842,1609.1699486366,42,5
"2026-03-14 01:18:00",605.13270588235,7014.27,1,0.34117647058824,1636.860881704,29,5
"2026-03-14 01:19:00",334.89843243243,7016.6,1,0.38918918918919,1158.4139666701,72,5
"2026-03-14 01:20:00",332.54584337349,7003.62,1,0.40361445783133,1167.9802707945,67,5
"2026-03-14 01:21:00",536.67542056075,7017.35,1,0.34579439252336,1452.4243725754,37,4
"2026-03-14 01:22:00",285.41754010695,7004,1,0.3048128342246,1067.1086593177,57,5
"2026-03-14 01:23:00",480.41460176991,7013.73,1,0.3716814159292,1532.3913354797,42,5
"2026-03-14 01:24:00",903.12507936508,7005.99,1,0.33333333333333,1901.5314118979,21,5
"2026-03-14 01:25:00",460.93076271186,7009.94,1,0.38983050847458,1492.4446665518,46,5
"2026-03-14 01:26:00",625.38936170213,7006.42,1,0.4468085106383,1805.458111587,42,5
"2026-03-14 01:27:00",320.60994152047,7013.77,1,0.35672514619883,1079.3137634229,61,5
"2026-03-14 01:28:00",373.1124375,7010.68,1,0.34375,1282.1242720076,55,5
"2026-03-14 01:29:00",530.49792079208,7016.62,1,0.36633663366337,1498.0386207234,37,5
"2026-03-14 01:30:00",582.93605769231,7016.06,1,0.19230769230769,1528.1408268411,20,5
"2026-03-14 01:31:00",624.36877777778,7016.79,1,0.088888888888889,1456.2019782074,8,5
"2026-03-14 01:32:00",678.94129411765,6015.28,1,0.035294117647059,1391.2355842663,3,5
"2026-03-14 01:33:00",462.12094017094,7015.44,1,0.05982905982906,1281.7175114979,7,5
"2026-03-14 01:34:00",601.4925,7015.23,1,0.09375,1581.8303861047,9,5
"2026-03-14 01:35:00",552.11495327103,7004.07,1,0.10280373831776,1275.428029385,11,5
"2026-03-14 01:36:00",519.83418181818,7016.42,1,0.1,1407.2502252991,11,5
"2026-03-14 01:37:00",785.72613333333,7006.37,1,0.066666666666667,1707.2346364011,5,5
"2026-03-14 01:38:00",543.4059223301,7015.78,1,0.11650485436893,1532.2337003107,12,5
"2026-03-14 01:39:00",667.88977011494,7014.54,1,0.080459770114943,1673.7469176224,7,4
"2026-03-14 01:40:00",748.17111111111,7014.5,1,0.08641975308642,1698.8326552077,7,4
"2026-03-14 01:41:00",760.59013333333,7009.43,1,0.053333333333333,1720.0414935448,4,4
"2026-03-14 01:42:00",355.40054545455,7014.38,1,0.066666666666667,991.5961722812,11,5
"2026-03-14 01:43:00",421.35522727273,7011.37,1,0.083333333333333,1146.5473838716,11,5
"2026-03-14 01:44:00",584.55318681319,7015.36,1,0.087912087912088,1482.9418079947,8,4
"2026-03-14 01:45:00",421.59891304348,6009.55,1,0.08695652173913,1142.6794509732,12,5
"2026-03-14 01:46:00",526.39352380952,7015.08,1,0.047619047619048,1367.3830845057,5,4
"2026-03-14 01:47:00",524.38280701754,7010.4,1,0.06140350877193,1442.0805366897,7,4
"2026-03-14 01:48:00",431.94203007519,7010.25,1,0.090225563909774,1212.1300094789,12,5
"2026-03-14 01:49:00",347.20668965517,6005.43,1,0.096551724137931,949.73840425598,14,5
"2026-03-14 01:50:00",461.50679389313,7005.77,1,0.068702290076336,1379.5439001618,9,5
"2026-03-14 01:51:00",472.92086206897,7013.79,1,0.094827586206897,1234.4707321844,11,5
"2026-03-14 01:52:00",971.72375,7014.3,1,0.125,2311.692796099,2,3
